303147281,1,201153486,2
303147408,1,201153486,2
303147543,1,201624897,1
303147643,1,201589497,1
303147643,2,201589497,1
303147793,1,201959340,1
303147919,1,201380638,3
303147919,2,201380638,1
303148137,1,201380638,3
303148137,2,201380638,1
303148333,1,200869596,1
303148487,1,200869596,1
303148653,1,202352824,1
303148724,1,202072849,1
303148831,1,201871979,2
303149025,1,201675245,2
303149169,1,201216670,1
303149169,2,201216670,1
303149347,1,202441897,1
303149478,1,200069012,1
303149619,1,202694548,1
303149732,1,201183573,3
303149843,1,201183573,3
303149960,1,202659763,1
303150124,1,200181005,1
303150124,2,200181005,2
303150301,1,200117757,1
303150431,1,200117757,1
303150569,1,201996735,1
303150670,1,200185698,1
303150670,2,200185698,1
303150897,1,201660547,1
303150985,1,201525666,3
303151122,1,200238867,1
303151122,2,200238867,2
303151302,1,201493380,1
303151423,1,200364629,1
303151423,2,200364629,2
303151582,1,200364629,1
303151582,2,200364629,2
303151711,1,201688604,1
303151711,2,201688604,1
303151871,1,200298420,1
303152015,1,201072949,1
303152135,1,200123170,1
303152249,1,202142775,2
303152350,1,202142775,2
303152480,1,200991683,1
303152577,1,201633343,2
303152759,1,202499629,1
303152874,1,202000868,1
303153018,1,201881180,10
303153155,1,201619354,1
303153255,1,200167535,1
303153361,1,200144446,1
303153554,1,200554468,1
303153554,2,200554468,2
303153653,1,200914420,1
303153755,1,201661096,1
303153849,1,201853882,1
303153960,1,200215661,1
303154143,1,201593937,1
303154289,1,201503404,1
303154362,1,201359432,1
303154463,1,200365810,1
303154463,2,200365810,2
303154649,1,200497391,1
303154649,2,200030142,2
303154786,1,202066757,1
303154886,1,201315613,2
303154986,1,202323870,1
303155193,1,200538571,1
303155306,1,200538571,1
