100019128,1,100021939,1
100021939,1,100019128,1
100047356,1,100047550,1
100047550,1,100047356,1
100050195,1,100053609,1
100053609,1,100050195,1
100054483,1,100282050,4
100058002,2,100058337,2
100058337,2,100058002,2
100065575,1,100066901,1
100066901,1,100065575,1
100080743,1,100080968,1
100080968,1,100080743,1
100127531,1,100127672,1
100127672,1,100127531,1
100127866,1,100128091,1
100128091,1,100127866,1
100147862,1,100148057,1
100148057,1,100147862,1
100154689,1,100155085,1
100155085,1,100154689,1
100184501,1,100184652,1
100184652,1,100184501,1
100189896,1,100190040,1
100190040,1,100189896,1
100198451,1,100198793,1
100198793,1,100198451,1
100210518,1,100235435,2
100230475,3,107320734,1
100233614,1,100236821,1
100235435,2,100210518,1
100236821,1,100233614,1
100276987,1,100394485,1
100282050,4,100054483,1
100287762,1,100287889,1
100287889,1,100287762,1
100301728,1,100301857,1
100301857,1,100301728,1
100330457,1,100330674,1
100330674,1,100330457,1
100338641,1,100344040,2
100343091,1,100345297,1
100344040,2,100338641,1
100345297,1,100343091,1
100351638,1,100363260,1
100355919,1,100367066,1
100356790,1,100357451,1
100357451,1,100356790,1
100360757,1,100363788,1
100361932,1,100367280,1
100362355,1,100374063,1
100362659,1,100375071,1
100363260,1,100351638,1
100363788,1,100360757,1
100364440,1,100364600,1
100364600,1,100364440,1
100365471,1,100365709,1
100365709,1,100365471,1
100367066,1,100355919,1
100367280,1,100361932,1
100369532,1,100405360,1
100374063,1,100362355,1
100375071,1,100362659,1
100381680,1,100385501,1
100382739,1,100382906,1
100382739,2,100382906,2
100382906,1,100382739,1
100382906,2,100382739,2
100385501,1,100381680,1
100394485,1,100276987,1
100405360,1,100369532,1
100407270,1,100407407,1
100407407,1,100407270,1
100407535,1,101062583,1
100456465,1,100456563,1
100456563,1,100456465,1
100456690,1,100456804,1
100456804,1,100456690,1
100474769,1,100475787,1
100475787,1,100474769,1
100568286,1,100569733,1
100569733,1,100568286,1
100616083,1,100616641,1
100616641,1,100616083,1
100684837,1,100685349,1
100685349,1,100684837,1
100710692,1,100710889,1
100710889,1,100710692,1
100713952,1,100714173,1
100714173,1,100713952,1
100757337,1,100757483,1
100757483,1,100757337,1
100757730,1,100758033,1
100758033,1,100757730,1
100783902,1,100784083,1
100784083,1,100783902,1
100833578,1,100833772,1
100833772,1,100833578,1
100847770,1,100847932,1
100847932,1,100847770,1
100874621,1,101215392,2
100912001,2,100912274,3
100912274,3,100912001,2
100912274,3,101229938,1
101017987,1,101022483,1
101017987,2,101022483,2
101022483,1,101017987,1
101022483,2,101017987,2
101062583,1,100407535,1
101078572,1,113542114,1
101078572,2,113542114,1
101110811,1,101110973,1
101110973,1,101110811,1
101114458,1,101114646,1
101114646,1,101114458,1
101120448,1,101120855,2
101120855,2,101120448,1
101125959,1,101126151,1
101125959,2,101126151,2
101126151,1,101125959,1
101126151,2,101125959,2
101139830,2,101140029,1
101140029,1,101139830,2
101148904,1,101149115,1
101149115,1,101148904,1
101151788,1,101152033,1
101152033,1,101151788,1
101156438,1,101158190,1
101156899,1,101157557,1
101156899,2,101157557,2
101157557,1,101156899,1
101157557,2,101156899,2
101158190,1,101156438,1
101159025,1,101159461,1
101159025,2,101159461,2
101159461,1,101159025,1
101159461,2,101159025,2
101167146,1,101179707,1
101168569,1,101202904,1
101179707,1,101167146,1
101179707,2,101203676,3
101185981,1,101186192,1
101186192,1,101185981,1
101189282,1,101193886,1
101189650,1,101189929,1
101189929,1,101189650,1
101193176,1,101193672,1
101193672,1,101193176,1
101193886,1,101189282,1
101198307,1,101198750,1
101198750,1,101198307,1
101202184,1,101202415,1
101202415,1,101202184,1
101202904,1,101168569,1
101203676,1,101204845,1
101203676,3,101179707,2
101204419,2,101204711,1
101204711,1,101204419,2
101204845,1,101203676,1
101209576,1,101209791,1
101209791,1,101209576,1
101215392,2,100874621,1
101229938,1,100912274,3
101233397,1,101234090,1
101233802,1,101234345,1
101234090,1,101233397,1
101234345,1,101233802,1
101237872,1,101238058,1
101238058,1,101237872,1
101239064,1,101239487,1
101239064,2,101239487,2
101239064,3,101239487,3
101239487,1,101239064,1
101239487,2,101239064,2
101239487,3,101239064,3
101320872,1,101321230,1
101321230,1,101320872,1
101384687,1,101385527,1
101385527,1,101384687,1
101415626,1,101415920,1
101415920,1,101415626,1
101428580,1,102552171,1
101517565,1,101517966,1
101517966,1,101517565,1
101661592,1,101661818,1
101661818,1,101661592,1
101847253,1,101847407,1
101847407,1,101847253,1
102154824,1,102155014,1
102155014,1,102154824,1
102373336,1,102394477,1
102394477,1,102373336,1
102467133,1,102467320,1
102467320,1,102467133,1
102506947,1,102507148,1
102507148,1,102506947,1
102552171,1,101428580,1
102700422,3,102803129,2
102714315,1,102984699,1
102714535,1,102984937,1
102714883,1,104376259,1
102799593,3,103859717,1
102803129,2,102700422,3
102846260,1,104579986,1
102856362,1,104393301,1
102891566,1,103434549,1
102984699,1,102714315,1
102984937,1,102714535,1
103048883,1,103848033,1
103152483,1,104058921,1
103170459,1,103827830,1
103251100,1,104573625,1
103251932,1,104573937,1
103255167,1,104245847,1
103275864,1,104540761,1
103306207,1,103564667,1
103306385,1,103680942,1
103324502,1,104244152,1
103324629,1,104420024,1
103398467,1,104059701,1
103434549,1,102891566,1
103487774,1,103995856,1
103492717,1,104256993,1
103493333,1,106566077,1
103501811,1,104384199,1
103564667,1,103306207,1
103565830,1,103858837,1
103642928,1,104303672,1
103680942,1,103306385,1
103682189,1,104344544,1
103776291,1,104294041,1
103827830,1,103170459,1
103829340,1,104539876,1
103829340,2,104539876,1
103840507,1,104085181,1
103848033,1,103048883,1
103858837,1,103565830,1
103859717,1,102799593,3
103863923,1,104508163,1
103866176,1,103999280,1
103866176,2,103999280,3
103995856,1,103487774,1
103999280,1,103866176,1
103999280,3,103866176,2
104058921,1,103152483,1
104059701,1,103398467,1
104085181,1,103840507,1
104111962,1,104306592,1
104244152,1,103324502,1
104245847,1,103255167,1
104256993,1,103492717,1
104294041,1,103776291,1
104303672,1,103642928,1
104306592,1,104111962,1
104344544,1,103682189,1
104348184,1,104363082,1
104363082,1,104348184,1
104376259,1,102714883,1
104384199,1,103501811,1
104393301,1,102856362,1
104420024,1,103324629,1
104508163,1,103863923,1
104539876,1,103829340,1
104539876,1,103829340,2
104540761,1,103275864,1
104573625,1,103251100,1
104573937,1,103251932,1
104579986,1,102846260,1
104620741,1,104621010,1
104621010,1,104620741,1
104621314,4,104621524,1
104621524,1,104621314,4
104621738,1,104621963,1
104621738,1,104622216,1
104621963,1,104621738,1
104621963,1,104622216,1
104622216,1,104621738,1
104622216,1,104621963,1
104626280,1,104629194,1
104629194,1,104626280,1
104630689,1,104631298,1
104631298,1,104630689,1
104635104,1,104635631,1
104635631,1,104635104,1
104637923,1,104639113,1
104639113,1,104637923,1
104640176,1,104641447,1
104640538,1,104642596,1
104640927,1,104643221,1
104641447,1,104640176,1
104642596,1,104640538,1
104643099,2,104705671,1
104643221,1,104640927,1
104644512,1,104645599,1
104645599,1,104644512,1
