100006628,0,106095583,0,t
100017747,0,106124581,0,t
100029804,0,106148970,0,t
100037818,0,107195815,0,u
100039430,0,107043061,0,t
100039828,0,107195815,0,u
100042217,0,106356307,0,u
100045175,0,100473784,0,t
100046390,0,106292926,0,t
100057148,0,108295948,0,t
100057906,0,106292926,0,t
100058043,0,108295948,0,t
100058267,0,108295948,0,t
100058517,0,108295948,0,t
100058661,0,108295948,0,t
100059103,0,108295948,0,t
100061083,0,100447823,0,t
100065506,0,107195815,0,u
100065725,0,107195815,0,u
100066144,0,107195815,0,u
100066773,0,106356307,0,u
100072901,0,100484419,0,t
100073219,0,100473784,0,t
100073423,0,100473784,0,t
100074532,0,106058007,0,t
100074880,0,106058007,0,t
100075679,0,100525722,0,t
100076638,0,107181752,0,u
100076973,0,108962327,0,r
100077267,0,100471822,0,t
100077267,0,100473784,0,t
100077748,0,108962327,0,r
100078604,0,100525722,0,t
100087652,0,108538799,0,t
100089018,0,108538799,0,t
100089204,0,106599584,0,t
100091012,0,108962327,0,r
100091748,0,108538799,0,t
100092858,0,100490346,0,t
100094482,0,101099546,0,t
100095356,0,106241414,0,t
100095855,0,108180001,0,t
100099406,0,106232059,0,t
100103535,0,107109289,0,t
100105462,0,107164491,0,u
100106350,0,100478496,0,t
100106998,0,100469484,0,t
100107194,0,100525722,0,t
100107646,0,100473784,0,t
100108100,0,100469484,0,t
100108511,0,100473137,0,t
100109555,0,100473784,0,t
100112884,0,100483114,0,t
100117503,0,106122114,0,t
100122324,0,100471822,0,t
100123487,0,108538799,0,t
100124811,0,108295948,0,t
100127965,0,100473784,0,t
100128102,0,100473784,0,t
100128267,0,100473784,0,t
100128532,0,100473784,0,t
100128667,0,100473784,0,t
100129247,0,100473784,0,t
100129472,0,100473784,0,t
100129858,0,100473784,0,t
100130019,0,100473784,0,t
100130248,0,100473784,0,t
100130357,0,100473784,0,t
100130470,0,100473784,0,t
100130908,0,100473784,0,t
100131124,0,100473784,0,t
100131474,0,100473784,0,t
100131728,0,100473784,0,t
100132227,0,100473784,0,t
100132471,0,100473784,0,t
100132728,0,100525722,0,t
100132866,0,100480369,0,t
100132989,0,100473784,0,t
100133600,0,100473784,0,t
100136161,0,100447823,0,t
100138072,0,100480369,0,t
100138257,0,100473137,0,t
100138365,0,100470651,0,t
100138660,0,100470651,0,t
100138660,0,100480369,0,t
100138915,0,100480369,0,t
100139258,0,100470651,0,t
100140943,0,100471822,0,t
100141157,0,100471822,0,t
100141318,0,100471822,0,t
100141663,0,100473784,0,t
100146441,0,100473784,0,t
100146441,0,100489995,0,t
100147346,0,103115791,0,t
100149659,0,106121596,0,t
100151514,0,100473784,0,t
100151645,0,100473784,0,t
100163342,0,106076020,0,t
100163691,0,108962327,0,r
100166034,0,106186735,0,t
100166256,0,100525722,0,t
100167627,0,100457664,0,t
100168356,0,100505365,0,t
100168554,0,100505365,0,t
100168769,0,100505365,0,t
100168937,0,100505365,0,t
100170402,0,108962327,0,r
100172541,0,100471822,0,t
100173373,0,107029874,0,t
100173708,0,100470651,0,t
100177571,0,108155701,0,t
100179302,0,106101029,0,t
100181435,0,106356307,0,u
100186339,0,109152824,0,r
100189036,0,100480369,0,t
100189878,0,100470651,0,t
100189986,0,100471822,0,t
100190157,0,100471822,0,t
100190303,0,100471822,0,t
100190471,0,100471822,0,t
100190794,0,100471822,0,t
100191102,0,100473784,0,t
100192135,0,100465700,0,t
100192135,0,100478496,0,t
100194781,0,106138604,0,t
100194962,0,106138604,0,t
100198332,0,108538799,0,t
100199602,0,108538799,0,t
100206464,0,106206594,0,t
100208318,0,108538799,0,t
100210840,0,108962327,0,r
100212479,0,107109289,0,t
100222852,0,108538799,0,t
100224871,0,109025820,0,r
100227616,0,106118853,0,t
100228773,0,106118853,0,t
100229104,0,100015877,0,t
100233656,0,108538799,0,t
100234372,0,108538799,0,t
100235304,0,108295948,0,t
100236184,0,106670635,0,u
100239378,0,106241414,0,t
100239864,0,106111411,0,t
100240562,0,100465700,0,t
100242783,0,100483114,0,t
100243045,0,100470651,0,t
100243684,0,100473137,0,t
100254950,0,100707349,0,t
100259624,0,106292926,0,t
100262430,0,101130066,0,t
100271021,0,106202524,0,t
100275792,0,106124581,0,t
100277158,0,106135439,0,t
100277928,0,106135439,0,t
100287698,0,100530912,0,t
100287946,0,100430183,0,t
100287946,0,100447823,0,t
100292590,0,108295948,0,t
100293972,0,108962327,0,r
100295003,0,108933052,0,r
100296163,0,100483114,0,t
100296990,0,100451562,0,t
100297831,0,102721211,0,t
100304865,0,102716606,0,t
100304865,0,108295948,0,t
100306419,0,108295948,0,t
100307087,0,102716606,0,t
100308744,0,100316037,0,t
100308882,0,108962327,0,r
100311474,0,109299977,0,r
100312084,0,109106655,0,r
100321852,0,100015877,0,t
100324866,0,107164491,0,u
100325136,0,106101029,0,t
100328413,0,100327389,0,t
100333151,0,108295948,0,t
100334657,0,106138604,0,t
100334823,0,106138604,0,t
100335794,0,114186065,0,t
100338892,0,104237904,0,t
100341589,0,111574399,0,t
100342344,0,100490346,0,t
100345412,0,100530912,0,t
100345576,0,100525722,0,t
100346103,0,100907555,0,t
100353016,0,100316037,0,t
100356934,0,100977755,0,t
100362723,0,107248137,0,u
100362874,0,113442254,0,t
100363141,0,108538799,0,t
100367011,0,111574399,0,t
100370621,0,102716606,0,t
100371484,0,106138604,0,t
100376359,0,100907555,0,t
100386011,0,106323220,0,t
100386192,0,106337389,0,t
100400730,0,106133553,0,t
100410924,0,101099546,0,t
100416084,0,106194669,0,t
100417893,0,106356307,0,u
100417893,0,107162766,0,u
100418314,0,106294871,0,t
100422400,0,106003450,0,t
100437754,0,100435778,0,t
100450277,0,109025820,0,r
100452893,0,108962327,0,r
100458264,0,100457664,0,t
100459293,0,106356307,0,u
100459447,0,100457664,0,t
100459973,0,100505365,0,t
100460177,0,100505365,0,t
100460369,0,100471822,0,t
100460539,0,100473784,0,t
100463559,0,108295948,0,t
100463768,0,108994333,0,r
100472725,0,100470651,0,t
100473137,0,108962327,0,r
100473448,0,100473137,0,t
100473608,0,100473784,0,t
100480754,0,100480369,0,t
100480754,0,100483114,0,t
100480962,0,100483114,0,t
100481841,0,108962327,0,r
100485013,0,100484419,0,t
100496522,0,107029874,0,t
100501379,2,106919675,1,u
100503607,0,108962327,0,r
100504289,0,106919675,0,u
100506471,0,109025820,0,r
100506990,0,108962327,0,r
100507121,0,108962327,0,r
100507384,0,106919675,0,u
100507761,0,106919675,0,u
100507872,0,109025820,0,r
100508017,0,108962327,0,r
100510504,0,108962327,0,r
100510964,0,106356307,0,u
100511116,0,106356307,0,u
100511870,0,106208778,0,t
100512214,0,106356307,0,u
100513086,0,108962327,0,r
100514515,0,100289586,0,t
100515415,0,107029874,0,t
100515761,0,107029874,0,t
100516822,0,108962327,0,r
100517955,0,108295948,0,t
100519440,0,100547761,0,t
100519773,0,107047573,0,t
100520512,0,108867475,0,r
100520979,0,106356307,0,u
100523089,0,107109289,0,t
100524179,0,108295948,0,t
100524945,0,108538799,0,t
100525722,0,115584301,0,t
100531346,0,100530912,0,t
100532631,0,109033909,0,r
100536397,0,100530912,0,t
100536589,0,100530912,0,t
100536725,0,100530912,0,t
100541136,0,108962327,0,r
100545101,0,109152824,0,r
100545493,0,100547761,0,t
100545493,0,107109289,0,t
100552502,0,108962327,0,r
100552805,0,107029874,0,t
100553974,0,106356307,0,u
100559679,0,100471822,0,t
100560268,0,100465700,0,t
100560268,0,100473784,0,t
100560268,0,100483114,0,t
100560441,0,100465700,0,t
100560656,0,100465700,0,t
100560890,0,100471822,0,t
100561143,0,100471822,0,t
100561589,0,100471822,0,t
100561815,0,100471822,0,t
100561984,0,100471822,0,t
100562176,0,100471822,0,t
100562553,0,100471822,0,t
100562789,0,100471822,0,t
100563126,0,100471822,0,t
100563338,0,100471822,0,t
100564245,0,100471822,0,t
100564903,0,100471822,0,t
100565083,0,100471822,0,t
100566437,0,100473784,0,t
100567562,0,100525722,0,t
100568069,0,100481994,0,t
100568069,0,100482629,0,t
100568069,0,100484419,0,t
100569304,0,100481994,0,t
100569304,0,100484419,0,t
100569678,0,100481994,0,t
100569678,0,100482629,0,t
100569678,0,100484419,0,t
100569945,0,100481994,0,t
100569945,0,100482629,0,t
100569945,0,100484419,0,t
100570690,0,100481994,0,t
100570690,0,100482629,0,t
100570690,0,100484419,0,t
100571073,0,100481994,0,t
100571073,0,100482629,0,t
100571073,0,100484419,0,t
100575528,0,100467058,0,t
100575790,0,100467058,0,t
100577917,0,108962327,0,r
100579635,0,106356307,0,u
100581497,0,108295948,0,t
100581860,0,106599960,0,t
100582486,0,107164491,0,u
100582861,0,107195815,0,u
100585385,0,107164491,0,u
100587470,0,106356307,0,u
100588106,0,108962327,0,r
100595593,0,108962327,0,r
100609952,0,103441991,0,t
100613155,0,106427416,0,t
100613706,0,108538799,0,t
100614015,0,100887218,0,t
100614554,0,106206594,0,t
100614742,0,106101029,0,t
100616555,0,106241414,0,t
100618933,0,107181752,0,u
100619342,0,106186735,0,t
100621695,0,108962327,0,r
100623107,0,100907555,0,t
100626838,0,107029874,0,t
100630044,0,106356307,0,u
100634714,0,108538799,0,t
100635141,0,100614742,0,t
100639899,0,108962327,0,r
100649086,0,106101029,0,t
100649258,0,106101029,0,t
100651844,0,104367078,0,t
100652092,0,104367078,0,t
100656654,0,100183300,0,t
100663934,0,106101029,0,t
100674206,0,106121596,0,t
100677417,0,106112672,0,t
100698492,0,106101029,0,t
100701048,0,106101029,0,t
100701048,0,115405851,0,t
100703465,0,100017747,0,t
100708624,0,106101029,0,t
100713199,0,108823115,0,r
100713382,0,108823115,0,r
100713382,0,109025820,0,r
100725521,0,100525722,0,t
100728817,0,100471822,0,t
100729142,0,100471822,0,t
100733978,0,108295948,0,t
100737156,0,108538799,0,t
100739492,0,108538799,0,t
100742905,0,108538799,0,t
100743123,0,108538799,0,t
100743321,0,108538799,0,t
100743615,0,108538799,0,t
100743882,0,108538799,0,t
100747277,0,101130066,0,t
100757347,0,107195815,0,u
100766516,0,100763078,0,t
100766666,0,100763078,0,t
100767014,0,100763078,0,t
100767171,0,100763078,0,t
100767415,0,100763078,0,t
100767642,0,100763078,0,t
100767820,0,100763078,0,t
100767972,0,100763078,0,t
100768275,0,100763078,0,t
100768465,0,100763078,0,t
100768577,0,100763078,0,t
100768727,0,108538799,0,t
100768872,0,108538799,0,t
100769175,0,108538799,0,t
100769810,0,106604103,0,t
100772939,0,108551806,0,t
100773233,0,106294871,0,t
100774535,0,100525722,0,t
100774736,0,100525722,0,t
100774894,0,100483114,0,t
100775564,0,108538799,0,t
100776088,0,108538799,0,t
