200001740,0,200002325,0
200001740,0,200002573,0
200002325,0,200001740,0
200002573,0,200001740,0
200002942,0,200003133,0
200003133,0,200002942,0
200007193,0,200079629,0
200009631,0,201891817,0
200010435,0,200013615,0
200010435,0,201721556,0
200012267,0,202289295,0
200012267,0,202355596,0
200013615,0,200010435,0
200013615,0,201719302,0
200024047,0,200024279,0
200024047,0,200098083,0
200024279,0,200024047,0
200032539,0,200032778,0
200032778,0,200032539,0
200036178,0,200036362,0
200036362,0,200036178,0
200038849,0,200045639,0
200043683,0,200046534,0
200044149,0,200044797,0
200044149,0,200051761,0
200044797,0,200044149,0
200044797,0,200046534,0
200045639,0,200038849,0
200046534,0,200043683,0
200046534,0,200044797,0
200046534,0,200047945,0
200047945,0,200046534,0
200049900,0,200177243,0
200051761,0,200044149,0
200052043,0,200052253,0
200052253,0,200052043,0
200052845,0,201308681,0
200053159,0,200053341,0
200053341,0,200053159,0
200056930,0,200059019,0
200059019,0,200056930,0
200059019,0,200059376,0
200059376,0,200059019,0
200060185,0,200063095,0
200060185,0,201430447,0
200063095,0,200060185,0
200063557,0,200063724,0
200063724,0,200063557,0
200065370,0,200065639,0
200065639,0,200065370,0
200066191,0,200066685,0
200066685,0,200066191,0
200072012,0,200072586,0
200072012,0,200074038,0
200072586,0,200072012,0
200073584,0,201854679,0
200074038,0,200072012,0
200079629,0,200007193,0
200086320,0,201585523,0
200087736,0,200087988,0
200087988,0,200087736,0
200088339,0,201323793,0
200092690,0,200093163,0
200093163,0,200092690,0
200094460,0,200545557,0
200096136,0,200108475,0
200096766,0,200097179,0
200097029,0,202097800,0
200097179,0,200096766,0
200098083,0,200024047,0
200098517,0,200098770,0
200098770,0,200098517,0
200099721,0,200100551,0
200100044,0,200833702,0
200100551,0,200099721,0
200107739,0,200107943,0
200107943,0,200107739,0
200107943,0,200108303,0
200108303,0,200107943,0
200108475,0,200096136,0
200108604,0,200108747,0
200108747,0,200108604,0
200113420,0,200113605,0
200113605,0,200113420,0
200114837,0,200115157,0
