300964262,2,a
300964262,3,a
300968962,1,p
300969105,1,a
300969235,2,a
300969425,1,a
300970028,1,p
300970028,2,p
300970028,3,p
300974564,2,p
300974564,3,p
300974564,4,p
300977243,5,p
300977781,4,p
300982102,2,a
300998594,1,a
301001780,1,ip
301004033,1,a
301006573,4,p
301006986,3,p
301007272,1,p
301007272,2,p
301007711,1,p
301009380,1,a
301012680,1,a
301016488,1,a
301016488,2,a
301016669,1,a
301017179,1,a
301017341,1,a
301018683,1,a
301019092,1,a
301021102,2,p
301028769,1,a
301031389,1,a
301036702,1,a
301036992,1,a
301037163,1,a
301037329,1,a
301037461,1,a
301041489,3,a
301041936,1,a
301041936,2,a
301046674,1,a
301050907,1,a
301051167,1,a
301051808,1,p
301052368,2,p
301060506,1,p
301060506,2,p
301064709,1,a
301065713,1,p
301065713,4,p
301066555,1,p
301068530,1,p
301069844,1,a
301071033,1,a
301087426,1,p
301087426,2,p
301087960,1,p
301088563,1,p
301089105,1,p
301089105,2,p
301093626,1,a
301095405,1,a
301095405,4,a
301095672,1,p
301096048,1,p
301096048,2,p
301096048,4,p
301099725,1,a
301099725,2,a
301103309,1,a
301104866,1,p
301107628,1,a
301107628,2,a
301107628,3,a
301108062,1,a
301108491,1,ip
301108644,1,p
301119767,3,a
301126558,1,p
301126558,2,p
301127566,11,p
301127566,16,a
301128297,1,a
301134176,2,a
301134176,3,a
301152806,1,a
301169436,2,p
301191045,1,p
301197641,1,p
301197870,1,p
301197870,2,p
301202670,5,a
301205434,3,a
301214219,1,a
301214219,2,a
301214353,1,a
301214516,1,a
301214650,1,a
301215603,2,p
301221846,2,a
301222562,1,a
301228232,1,a
301238393,1,ip
301239796,1,ip
301239918,1,ip
301240387,1,a
301240610,1,ip
301241727,1,ip
301241868,1,ip
301243189,1,a
301243367,1,a
301243545,1,a
301244019,1,a
301244202,1,a
301244711,1,a
301244881,1,a
301244881,2,a
301266667,3,a
301270063,2,a
301274825,1,a
301279371,1,a
301279371,2,p
301279371,5,p
301280212,1,a
301280646,1,a
301280646,2,a
301280646,3,a
301280646,4,a
301280646,5,a
301282420,1,ip
301295395,1,p
301295678,1,p
301295678,2,p
301295678,3,p
301295678,4,p
301295678,5,p
301295950,1,p
301295950,2,p
301296809,3,p
301296809,4,p
301296809,5,p
301296809,6,p
301298023,1,ip
301298124,1,ip
301298242,1,a
301298242,3,a
301298410,1,a
301299223,1,a
301299368,1,a
301299368,2,a
301299368,3,a
301302599,1,a
301303503,1,a
301308464,3,a
301309785,1,p
301309785,4,p
301310207,1,p
301310207,2,p
301310711,3,p
301310830,2,p
301310830,3,p
301311229,1,p
301312360,1,p
301312360,2,p
301333711,1,p
301338731,2,p
301338731,3,p
301343790,1,a
301343790,2,a
301343974,1,a
301355093,1,a
301355093,3,a
301356755,6,p
301356755,7,p
301358916,2,a
301367658,5,a
301367658,6,a
301373331,1,a
301380325,1,p
301380325,2,p
301399296,2,a
301403199,2,a
301403426,2,a
301406722,3,a
301410215,1,a
301410215,3,a
301413437,1,p
301414728,1,p
301414728,2,p
301416930,1,a
301438778,1,a
301446330,1,p
301448366,2,a
301448845,1,a
301449168,1,a
301453704,1,p
301465128,4,a
301465465,1,a
301465465,2,a
301465465,3,a
301465886,2,a
301465886,3,a
301468676,6,p
301468676,7,p
301473682,1,a
301476051,1,p
301476051,2,p
301476051,3,p
301476051,4,p
301476051,5,a
301481136,1,a
301481778,1,a
301481778,2,a
301487776,1,a
301490330,3,a
301500065,2,a
301500859,1,a
301502109,1,a
301504529,1,a
301511849,1,a
301515473,2,a
301515473,3,a
301516480,1,a
301517007,1,a
301519821,1,p
301521822,1,a
301524412,10,a
301524412,11,a
301524412,12,a
301524412,13,a
301524412,14,a
301524412,1,a
301524412,2,a
301524412,3,a
301524412,4,a
301524412,5,a
301524412,6,a
301524412,7,a
301524412,8,a
301524412,9,a
301525013,1,a
301525013,2,a
301525013,3,a
301525013,4,a
301525013,5,a
301525013,6,a
301525013,7,a
301531753,2,a
301546433,1,a
301546614,1,a
301556712,1,ip
301556805,1,a
301556805,2,a
301556805,3,a
301556969,2,p
301557184,1,a
301557890,1,a
301557890,2,a
301558044,1,a
301558179,1,a
301558613,1,a
301558780,1,a
301559158,1,a
301559588,1,a
301559781,1,a
301560082,1,a
301560398,1,a
301560727,1,a
301561021,1,a
301561786,1,a
301562052,1,a
301564569,1,p
301564986,1,p
301566833,1,p
301566950,1,p
301566950,2,p
301569565,1,p
301569565,2,p
301573368,3,a
301580755,5,a
301580755,6,a
301583382,1,a
301583555,1,a
301599027,2,a
301599353,1,a
301599692,1,a
301603740,1,a
301620877,1,p
301621201,1,p
301621294,1,p
301621294,2,p
301621407,1,p
301621547,1,p
301621658,1,p
301621994,1,p
301623305,3,p
301626288,2,a
301626288,3,p
301627754,3,p
301633623,2,a
301634307,1,p
301641935,1,a
301641935,2,a
301644325,1,ip
301644613,1,a
301644613,2,a
301646376,2,a
301647610,1,a
301649200,1,a
301649200,2,p
301657260,1,p
301659225,1,p
301661876,2,a
301661876,3,p
301662403,2,p
301665086,3,a
301666210,3,a
301666210,4,p
301679399,2,p
301681064,1,ip
301681231,3,a
301681231,6,a
301682142,1,a
301682142,2,a
301693100,6,a
301696545,1,a
301696835,2,a
301697109,1,a
301697512,1,a
301697908,1,a
301710806,3,a
301712373,1,p
301712987,2,a
301713405,1,a
301713405,2,a
301713405,3,a
301714005,1,p
301714584,4,p
301714867,2,p
301725804,2,a
301733511,1,a
301733511,2,a
301733511,3,a
301733693,1,a
301733693,2,a
301733693,4,a
301733693,5,a
301733693,6,a
301733693,7,a
301733946,1,a
301733946,2,a
301733946,3,a
301734456,1,a
301734571,1,a
301734964,1,a
301735252,1,a
301735495,1,a
301736745,2,a
301737333,1,p
301744597,2,a
301746192,1,a
301755091,2,p
301756097,1,a
301760010,1,a
301760668,1,a
301762696,1,a
301765877,2,p
301769634,2,a
301770428,1,p
301772588,1,a
301772968,2,p
301773226,1,a
301775638,5,a
301779255,1,p
301783107,1,a
301797071,1,a
301797071,2,a
301797071,3,a
301802673,2,a
301810758,1,p
301811946,2,p
301811946,3,p
301811946,4,p
301811946,5,p
301821536,1,p
301829490,1,p
301833050,1,ip
301837915,1,a
301845321,1,a
301848967,1,ip
301850015,2,p
301850997,1,p
301852044,1,a
301852199,1,a
301852199,2,a
301853241,1,p
301853862,1,p
301856946,4,a
301861517,1,a
301861517,2,a
301867764,1,p
301868833,1,p
301871197,1,a
301875430,1,a
301880193,1,a
301880193,3,a
301883490,2,a
301889438,2,a
301895077,1,a
301897032,2,a
301897032,3,a
301898786,2,p
301908328,1,a
301910357,1,a
301917249,1,p
301917249,2,p
301918204,1,a
301923170,1,a
301923594,4,p
301925174,1,p
301932722,2,a
301932722,3,a
301937687,1,p
301937856,1,p
301937856,2,p
301937856,3,p
301938477,1,p
301938596,2,p
301939316,2,a
301939316,3,p
301939316,4,p
301942039,1,a
301942481,2,a
301944905,1,a
301945233,1,a
301945419,1,a
301948294,1,a
301948294,2,p
301948725,1,a
301948725,2,a
301959777,2,a
301959777,3,a
301974214,1,a
301979320,1,p
301979320,7,p
301979823,3,p
301983144,1,p
301995977,3,p
301996338,1,p
301997681,2,p
301997681,3,p
301997681,4,p
301998016,2,a
302006075,1,a
302008942,1,a
302010220,2,p
302017530,1,a
302017978,1,a
302021139,1,ip
302031342,3,p
302031703,1,p
302034474,2,p
302036892,1,a
302036892,2,a
302037283,1,a
302037283,2,a
302040604,1,a
302041197,1,a
302041430,1,a
302041430,2,a
302053360,1,a
302058728,3,a
302066347,1,p
302068327,1,p
302069235,1,p
302069415,1,p
302069606,1,p
302072381,1,a
302075673,1,a
302076128,1,p
302076684,1,a
302076684,2,a
302076684,3,a
302076900,2,a
302076900,3,a
302078111,1,a
302078478,1,a
302079769,1,p
302080742,1,a
302081614,1,p
302081614,2,p
302081770,1,p
302081770,2,p
302081770,3,p
302083600,2,p
302084078,2,p
302084650,1,p
302084650,2,p
302089546,1,a
302096586,2,a
302097336,1,p
302097841,1,a
302107668,1,ip
302107998,1,a
302108400,4,a
302108621,1,ip
302109332,3,a
302109568,1,a
302110442,1,a
302110442,2,a
302110723,1,p
302113534,1,p
302114554,1,p
302114554,2,p
302114995,1,p
302114995,2,p
302117329,1,p
302117485,1,p
302138870,6,p
302160241,2,a
302160430,2,a
302187765,2,a
302221946,1,a
302221946,2,a
302221946,3,a
302222164,1,a
302222164,2,a
302222164,3,a
302222164,4,a
302222164,5,a
302234452,4,a
302237678,1,p
302237797,1,a
302248268,1,p
302257242,1,p
302257906,1,a
302257906,2,a
302258688,1,p
302258688,2,a
302258688,3,a
302274813,1,a
302275192,1,a
302275712,1,a
302275847,1,a
302276064,1,a
302276462,1,a
302276748,1,a
302276892,1,a
302277242,1,a
302277475,1,a
302277738,1,p
302277867,1,a
302292940,3,p
302294450,2,p
302294835,1,p
302307993,2,p
302311611,2,p
302319497,1,ip
302319887,2,p
302326469,1,a
302329121,1,a
302330602,1,a
302339961,1,p
302341738,1,p
302342390,1,a
302344824,2,p
302345053,1,p
302346836,1,a
302349369,9,p
302349814,1,a
302350404,2,a
302351082,2,a
302356345,1,a
302364030,1,p
302370159,1,p
302372061,1,p
302374360,1,p
302388371,2,p
302393739,1,p
302410139,2,a
302410715,1,a
302410715,2,a
302415705,1,a
302415705,2,p
302415705,3,p
302427505,2,p
302428409,1,p
302440510,1,p
302440510,2,p
302440510,3,p
302440510,4,p
302441807,8,a
302441807,9,p
302447588,1,a
302447588,2,a
302448706,1,a
302449473,1,a
302449997,1,a
302466220,4,p
302471162,1,a
302474306,4,p
302476990,1,p
302476990,2,p
302477235,1,p
302477320,1,p
302478376,1,a
302478376,2,a
302483262,1,a
302483761,1,a
302485223,2,p
302486553,1,p
302486747,1,a
302493273,1,a
302494384,1,a
302494553,1,a
302494553,2,a
302494715,1,a
302495313,1,a
302495313,2,a
302496480,1,a
302499697,1,p
302501449,1,p
302502071,1,ip
302502390,1,p
302511396,1,p
302513412,1,a
302530722,2,a
302532311,2,a
302534542,1,p
302534542,2,p
302537230,2,a
302537885,1,a
302537885,3,a
302537885,4,a
302552576,3,p
302552576,4,p
302555636,1,p
302555735,1,p
302562896,1,a
302562896,2,p
302567273,1,a
302568434,3,p
302571962,1,a
302573678,1,a
302575637,1,p
302575637,3,p
302578114,1,ip
302596115,2,p
302596376,2,a
302608245,1,a
